Time (msec);..ECT (°C);..IAT (°C);..IGN (°BTDC);..IPW (ms);..Load (mg/stroke);..MAF (kg/h);..RPM (RPM);..TPS (%);.IACV (%);.IdleFT1 (ms);.LTFT1 (%);.STFT1 (%);.V_MAF (VDC);V_O2_Front #1 (VDC);..Knock (° Cor);Innovate MTS PSB-1 CH3 (PSI);Innovate Wideband AFR (AFR Gasoline)
15928;81,2;46,1;26,4;1,864;133,61;45,75;1912;6,7;0,00;0,00;0,14;-1,32;1,21;0,59;0,00;0;20,33
16009;81,2;46,1;26,4;1,698;121,66;41,75;1918;6,7;0,00;0,00;0,14;-1,86;1,15;0,72;0,00;0;20,33
16087;81,2;46,1;26,0;1,570;113,35;38,75;1911;6,7;0,00;0,00;0,14;-2,36;1,17;0,66;0,00;0;20,33
16169;81,2;46,1;26,4;1,719;124,63;42,75;1917;6,7;0,00;0,00;0,14;-2,87;1,19;0,66;0,00;0;20,33
16249;81,2;46,1;26,8;1,778;130,05;44,75;1922;6,7;0,00;0,00;0,14;-3,39;1,15;1,15;0,00;0;20,33
16329;81,2;46,1;26,0;1,634;115,64;39,75;1921;6,7;0,00;0,00;0,14;-0,34;1,17;3,38;0,00;0;20,33
16409;81,2;46,1;26,0;1,629;114,96;39,75;1932;6,7;0,00;0,00;0,14;0,13;1,11;4,20;0,00;0;20,33
16488;81,2;46,1;26,0;1,693;118,44;40,75;1923;6,7;0,00;0,00;0,14;0,56;1,15;4,41;0,00;0;20,33
16569;81,2;46,1;26,4;1,816;126,58;43,75;1931;6,7;0,00;0,00;0,14;1,02;1,15;4,55;0,00;0;20,33
16648;81,2;46,1;26,0;1,613;112,25;38,75;1929;6,7;0,00;0,00;0,14;1,51;1,09;4,61;0,00;0;20,33
16731;81,2;46,1;26,4;1,789;123,69;42,75;1931;6,7;0,00;0,00;0,14;2,00;1,19;4,65;0,00;0;20,33
16808;81,2;46,1;26,4;1,997;137,94;47,75;1933;6,7;0,00;0,00;0,14;2,55;1,21;4,67;0,00;0;20,33
16888;81,2;46,1;26,4;1,794;122,68;42,75;1947;6,7;0,00;0,00;0,14;3,10;1,17;4,67;0,00;0;20,33
16969;81,2;46,1;26,4;1,762;119,79;41,75;1947;6,7;0,00;0,00;0,14;3,60;1,15;1,39;0,00;0;20,33
17050;81,2;46,1;26,4;1,773;122,93;42,75;1943;6,7;0,00;0,00;0,14;1,50;1,19;0,61;0,00;0;20,33
17129;81,2;46,1;26,0;1,677;117,00;40,75;1947;6,7;0,00;0,00;0,14;1,01;1,15;0,57;0,00;0;20,33
17209;81,2;46,1;26,4;1,714;119,96;41,75;1945;6,7;0,00;0,00;0,14;0,54;1,17;0,59;0,00;0;20,33
17288;81,2;46,1;26,4;1,655;116,83;40,75;1949;6,7;0,00;0,00;0,14;0,01;1,11;0,64;0,00;0;20,33
17369;81,2;46,1;26,8;1,768;125,30;43,75;1951;6,7;0,00;0,00;0,14;-0,50;1,15;0,92;0,00;0;20,33
17450;81,2;46,1;26,4;1,645;117,00;40,75;1946;6,7;0,00;0,00;0,14;-1,03;1,15;1,02;0,00;0;20,33
17529;81,2;46,1;26,4;1,703;121,83;42,75;1960;6,7;0,00;0,00;0,14;-1,48;1,19;0,80;0,00;0;20,33
17608;81,2;46,1;26,0;1,538;110,72;38,75;1957;6,7;0,00;0,00;0,14;-2,02;1,17;0,82;0,00;0;20,33
17688;81,2;46,1;26,4;1,650;119,37;41,75;1954;6,7;0,00;0,00;0,14;-2,50;1,17;2,13;0,00;0;20,33
17769;81,2;46,1;26,0;1,581;110,38;38,75;1962;6,7;0,00;0,00;0,14;0,96;1,13;4,16;0,00;0;20,33
17849;81,2;46,1;26,4;1,880;130,56;45,75;1957;6,7;0,00;0,00;0,14;1,42;1,21;4,49;0,00;0;20,33
17928;81,2;46,1;25,6;1,549;107,33;37,75;1966;5,9;0,00;0,00;0,14;1,94;1,07;4,61;0,00;0;20,33
18009;81,2;46,1;25,3;1,442;99,45;34,75;1955;5,1;0,00;0,00;0,14;2,36;1,07;4,65;0,00;0;20,33
18088;81,2;46,1;24,5;1,191;82,15;28,75;1961;4,3;0,00;0,00;0,14;2,72;0,98;4,65;0,00;0;20,33
18168;81,2;46,1;24,9;1,276;87,92;30,75;1958;4,3;0,00;0,00;0,14;2,99;1,00;4,45;0,00;0;20,33
18248;81,2;46,1;24,9;1,218;84,86;29,75;1964;4,3;0,00;0,00;0,14;1,70;1,00;1,03;0,00;0;20,33
18328;81,2;46,1;24,1;1,052;73,59;25,75;1963;4,3;0,00;0,00;0,14;1,46;0,96;0,64;0,00;0;20,33
18409;81,2;46,1;24,5;1,132;79,61;27,75;1954;4,3;0,00;0,00;0,14;1,24;0,96;0,57;0,00;0;20,33
18489;81,2;45,4;24,5;1,084;76,39;26,75;1962;3,9;0,00;0,00;0,14;1,02;0,96;0,53;0,00;0;20,33
18569;81,2;45,4;23,4;1,004;70,79;24,75;1961;3,5;0,00;0,00;0,14;0,80;0,94;0,53;0,00;0;20,33
18648;81,2;45,4;22,3;0,972;68,25;23,75;1953;2,7;0,00;0,00;0,14;0,58;0,88;0,53;0,00;0;20,33
18728;81,2;45,4;21,2;0,892;62,57;21,75;1952;2,4;0,00;0,00;0,14;0,36;0,88;0,55;0,00;0;20,33
18808;81,2;45,4;20,4;0,822;57,23;19,75;1940;1,6;0,00;0,00;0,14;0,14;0,84;0,57;0,00;0;20,33
18889;81,2;45,4;19,7;0,716;48,83;16,75;1933;1,6;0,00;0,00;0,14;-0,08;0,76;0,90;0,00;0;20,33
18968;81,2;45,4;18,2;0,812;55,11;18,75;1913;1,2;0,00;0,00;0,14;2,43;0,82;3,92;0,00;0;20,33
19049;81,2;45,4;16,7;0,758;50,87;17,75;1963;1,2;0,00;0,00;0,14;2,65;0,76;4,37;0,00;0;20,33
19127;81,2;45,4;14,8;0,817;54,94;18,75;1921;1,2;3,28;0,00;0,14;2,87;0,82;4,53;0,00;0;20,33
19209;81,2;45,4;13,3;0,838;56,72;19,75;1957;1,2;2,97;0,00;0,14;3,09;0,80;4,61;0,00;0;20,33
19288;81,2;45,4;12,6;0,860;57,99;19,75;1916;1,2;2,66;0,00;0,14;3,31;0,80;4,65;0,00;0;20,33
19368;81,2;45,4;11,5;0,812;54,34;18,75;1941;1,2;2,35;0,00;0,14;3,52;0,82;4,68;0,00;0;20,33
19448;81,2;45,4;11,8;0,748;49,09;16,75;1921;1,2;2,04;0,00;0,14;3,74;0,74;4,68;0,00;0;20,33
19529;81,2;45,4;11,8;0,828;54,94;18,75;1919;1,2;1,73;0,00;0,14;3,96;0,80;4,68;0,00;0;20,33
19608;81,2;45,4;11,8;0,865;57,99;19,75;1916;1,2;1,42;0,00;0,14;4,18;0,80;3,67;0,00;0;20,33
19689;81,2;45,4;11,5;0,897;60,96;20,75;1914;1,2;1,11;0,00;0,14;2,98;0,86;1,46;0,00;0;20,33
19767;81,2;45,4;11,1;0,801;52,31;17,75;1910;1,2;0,80;0,00;0,14;5,38;0,80;3,86;0,00;0;20,33
19849;81,2;45,4;12,2;0,881;58,16;19,75;1909;1,2;0,50;0,00;0,14;5,60;0,84;4,59;0,00;0;20,33
19930;81,2;45,4;11,8;0,849;55,53;18,75;1899;1,2;0,19;0,00;0,14;5,82;0,78;4,68;0,00;0;20,33
20009;81,2;45,4;11,1;0,817;52,82;17,75;1892;1,2;-0,12;0,00;0,14;6,04;0,80;4,72;0,00;0;20,33
20088;81,2;45,4;10,3;0,737;46,88;15,75;1895;1,2;-0,43;0,00;0,14;6,26;0,74;4,72;0,00;0;20,33
20169;81,2;45,4;10,7;0,785;50,02;16,75;1886;1,2;-0,74;0,00;0,14;6,48;0,78;4,74;0,00;0;20,33
20249;81,2;45,4;10,7;0,870;56,04;18,75;1881;1,2;-1,05;0,00;0,14;6,70;0,80;4,74;0,00;0;20,33
20328;81,2;45,4;10,0;0,705;44,26;14,75;1880;1,2;-1,16;0,00;0,14;6,92;0,66;4,74;0,00;0;20,33
20410;81,2;45,4;10,0;0,796;50,44;16,75;1871;1,2;-1,47;0,00;0,14;7,14;0,74;4,76;0,00;0;20,33
20488;81,2;46,1;8,9;0,753;47,39;15,75;1875;1,2;-1,78;0,00;0,14;7,35;0,74;4,76;0,00;0;20,33
20569;81,2;46,1;10,3;0,796;50,53;16,75;1868;1,2;-1,94;0,00;0,14;7,57;0,74;4,76;0,00;0;20,33
20649;81,2;46,1;10,3;0,844;53,67;17,75;1861;1,2;1,19;0,00;0,14;7,79;0,74;4,76;0,00;0;20,33
20729;81,2;46,1;8,5;0,838;53,41;17,75;1870;1,2;1,19;0,00;0,14;8,01;0,76;4,76;0,00;0;20,33
20809;81,2;46,1;7,0;0,854;54,17;17,75;1846;1,2;1,19;0,00;0,14;8,23;0,78;4,78;0,00;0;20,33
20890;81,2;46,1;5,5;0,892;56,80;18,75;1858;1,2;1,19;0,00;0,14;8,45;0,80;4,78;0,00;0;20,33
20968;81,2;46,1;4,0;0,860;54,17;17,75;1845;1,2;1,19;0,00;0,14;8,67;0,72;4,76;0,00;0;20,33
21047;81,2;46,1;4,7;0,897;57,14;18,75;1847;2,0;0,65;0,00;0,14;8,89;0,80;4,78;0,00;0;20,33
21127;81,2;46,1;6,2;1,079;69,35;22,75;1841;3,1;0,00;0,00;0,14;9,11;0,86;4,78;0,00;0;20,33
21208;81,2;46,1;7,7;1,164;75,54;24,75;1838;3,5;0,00;0,00;0,14;9,33;0,90;4,78;0,00;0;20,33
21289;81,2;46,1;9,2;1,127;72,57;23,75;1837;3,5;0,00;0,00;0,14;9,56;0,88;4,78;0,00;0;20,33
21368;81,2;46,1;10,7;1,175;75,79;24,75;1832;3,5;0,00;0,00;0,14;9,78;0,90;4,78;0,00;0;20,33
21447;81,2;46,1;12,2;1,132;72,83;23,75;1830;3,5;0,00;0,00;0,14;10,00;0,94;4,78;0,00;0;20,33
21529;81,2;46,1;13,7;1,223;78,68;25,75;1835;3,5;0,00;0,00;0,14;10,22;0,92;4,76;0,00;0;20,33
21608;81,2;46,1;15,2;1,041;66,21;21,75;1844;3,5;0,00;0,00;0,14;10,44;0,90;4,76;0,00;0;20,33
21689;81,2;46,1;16,7;1,185;76,05;24,75;1825;3,5;0,00;0,00;0,14;10,66;0,90;4,76;0,00;0;20,33
21769;81,2;46,1;18,2;1,180;75,45;24,75;1839;3,5;0,00;0,00;0,14;10,88;0,94;4,76;0,00;0;20,33
21848;81,2;46,1;19,7;1,137;72,40;23,75;1841;3,5;0,00;0,00;0,14;11,10;0,94;4,76;0,00;0;20,33
21927;81,2;46,1;20,8;1,191;75,79;24,75;1832;3,5;0,00;0,00;0,14;11,32;0,90;4,78;0,00;0;20,33
22010;81,2;46,1;22,7;1,207;76,64;24,75;1812;3,5;0,00;0,00;0,14;11,54;0,90;4,78;0,00;0;20,33
22089;81,2;46,1;21,2;1,020;63,75;20,75;1830;3,5;0,00;0,00;0,14;11,76;0,88;4,78;0,00;0;20,33
22168;81,2;46,1;22,3;1,260;79,78;25,75;1809;3,5;0,00;0,00;0,14;11,98;0,96;4,78;0,00;0;20,33
22249;81,2;46,1;23,0;1,250;78,93;25,75;1830;3,5;0,00;0,00;0,14;12,20;0,96;4,78;0,00;0;20,33
22329;81,2;46,1;23,4;1,314;82,75;26,75;1812;3,5;0,00;0,00;0,14;12,43;0,96;4,78;0,00;0;20,33
22408;81,2;46,1;22,7;1,164;73,33;23,75;1817;3,5;0,00;0,00;0,14;12,66;0,92;4,78;0,00;0;20,33
22488;81,2;46,1;23,4;1,271;79,69;25,75;1811;3,5;0,00;0,00;0,14;12,88;0,94;4,78;0,00;0;20,33
22567;81,2;46,1;22,7;1,175;73,42;23,75;1816;3,5;0,00;0,00;0,14;13,10;0,90;3,51;0,00;0;20,33
22649;81,2;46,1;22,3;1,121;70,79;22,75;1805;3,5;0,00;0,00;0,14;11,72;0,88;0,72;0,00;0;20,33
22730;81,2;46,1;22,7;1,159;73,50;23,75;1813;3,5;0,00;0,00;0,14;11,50;0,92;0,59;0,00;0;20,33
22808;81,2;46,1;22,7;1,068;67,48;21,75;1810;3,5;0,00;0,00;0,14;11,28;0,90;0,53;0,00;0;20,33
22888;81,2;46,1;21,5;1,073;67,65;21,75;1805;3,5;0,00;0,00;0,14;11,06;0,86;0,55;0,00;0;20,33
22969;81,2;46,1;21,9;1,164;74,27;23,75;1795;3,5;0,00;0,00;0,14;10,84;0,92;0,57;0,00;0;20,33
23047;81,2;46,1;22,7;1,191;76,22;24,75;1821;3,5;0,00;0,00;0,14;10,62;0,94;0,59;0,00;0;20,33
23127;81,2;46,1;22,7;1,105;70,54;22,75;1811;3,5;0,00;0,00;0,14;10,40;0,94;0,80;0,00;0;20,33
23209;81,2;46,1;22,3;1,137;71,30;22,75;1791;3,5;0,00;0,00;0,14;12,83;0,88;3,96;0,00;0;20,33
23289;81,2;46,1;22,7;1,180;73,84;23,75;1804;3,5;0,00;0,00;0,14;13,05;0,92;4,33;0,00;0;20,33
23368;81,2;46,1;22,3;1,137;70,71;22,75;1806;3,5;0,00;0,00;0,14;13,27;0,92;2,73;0,00;0;20,33
23447;81,2;46,1;22,7;1,169;74,01;23,75;1800;3,5;0,00;0,00;0,14;11,85;0,92;0,88;0,00;0;20,33
23528;81,2;46,1;21,9;1,127;70,96;22,75;1799;3,5;0,00;0,00;0,14;11,63;0,92;0,94;0,00;0;20,33
23609;81,2;46,1;22,3;1,121;71,22;22,75;1794;3,5;0,00;0,00;0,14;11,41;0,88;1,03;0,00;0;20,33
23689;81,2;46,1;21,9;1,218;77,32;24,75;1796;3,5;0,00;0,00;0,14;11,19;0,92;0,72;0,00;0;20,33
23767;81,2;46,1;22,7;1,255;80,20;25,75;1800;3,5;0,00;0,00;0,14;10,97;0,94;0,62;0,00;0;20,33
23847;81,2;46,1;22,3;1,073;68,08;21,75;1795;3,5;0,00;0,00;0,14;10,75;0,90;0,57;0,00;0;20,33
23928;81,2;46,1;23,4;1,308;83,59;26,75;1793;3,5;0,00;0,00;0,14;10,52;0,94;0,59;0,00;0;20,33
24009;81,2;46,1;23,0;1,298;83,42;26,75;1797;3,5;0,00;0,00;0,14;10,29;0,96;0,57;0,00;0;20,33
24088;81,2;46,1;23,0;1,303;83,85;26,75;1788;3,5;0,00;0,00;0,14;10,06;0,94;0,55;0,00;0;20,33
24169;81,2;46,1;23,0;1,202;77,32;24,75;1795;3,5;0,00;0,00;0,14;9,83;0,92;0,53;0,00;0;20,33
24248;81,2;46,1;23,0;1,207;77,74;24,75;1786;3,5;0,00;0,00;0,14;9,61;0,92;0,51;0,00;0;20,33
24328;81,2;46,1;22,7;1,148;74,35;23,75;1792;3,5;0,00;0,00;0,14;9,39;0,90;0,51;0,00;0;20,33
24408;81,2;46,1;22,7;1,202;77,83;24,75;1784;3,5;0,00;0,00;0,14;9,17;0,92;0,49;0,00;0;20,33
24488;81,2;46,1;22,7;1,143;74,52;23,75;1788;3,5;0,00;0,00;0,14;8,95;0,90;0,49;0,00;0;20,33
24568;82,0;46,1;23,0;1,196;77,91;24,75;1782;3,5;0,00;0,00;0,14;8,73;0,90;0,51;0,00;0;20,33
24648;82,0;46,1;23,0;1,191;77,66;24,75;1788;3,5;0,00;0,00;0,14;8,51;0,90;0,51;0,00;0;20,33
24728;82,0;46,1;23,0;1,191;77,83;24,75;1783;3,5;0,00;0,00;0,14;8,29;0,92;0,53;0,00;0;20,33
24808;82,0;46,1;22,7;1,239;81,13;25,75;1779;3,5;0,00;0,00;0,14;8,07;0,94;0,53;0,00;0;20,33
24889;82,0;46,1;22,7;1,137;74,78;23,75;1782;3,5;0,00;0,00;0,14;7,85;0,90;0,53;0,00;0;20,33
24968;82,0;46,9;21,9;1,052;68,67;21,75;1779;3,5;0,00;0,00;0,14;7,63;0,86;0,51;0,00;0;20,33
25049;82,0;46,9;21,5;1,137;75,03;23,75;1776;3,5;0,00;0,00;0,14;7,41;0,90;0,53;0,00;0;20,33
25128;82,0;46,9;22,7;1,185;78,00;24,75;1780;3,5;0,00;0,00;0,14;7,19;0,92;0,51;0,00;0;20,33
25209;82,0;46,9;21,5;1,041;68,76;21,75;1777;3,5;0,00;0,00;0,14;6,97;0,86;0,53;0,00;0;20,33
25288;82,0;46,9;21,5;1,052;69,10;21,75;1768;3,5;0,00;0,00;0,14;6,75;0,90;0,61;0,00;0;20,33
25369;82,0;46,9;22,3;1,266;84,10;26,75;1783;3,5;0,00;0,00;0,14;6,53;0,94;0,70;0,00;0;20,33
25448;82,0;46,1;22,7;1,175;78,25;24,75;1775;3,9;0,00;0,00;0,14;6,31;0,92;0,80;0,00;0;20,33
25529;82,0;46,1;15,6;1,282;84,86;26,75;1766;3,9;0,00;0,00;0,14;6,09;0,96;2,77;0,00;0;20,33
25608;82,0;46,1;15,6;1,346;87,49;27,75;1778;4,3;0,00;0,00;0,14;8,85;0,96;4,26;0,00;0;20,33
25688;82,0;46,1;17,1;1,218;78,51;24,75;1768;4,3;0,00;0,00;0,14;9,11;1,00;4,41;0,00;0;20,33
25768;82,0;46,1;18,5;1,266;81,56;25,75;1771;4,3;0,00;0,00;0,14;9,36;0,92;3,88;0,00;0;20,33
25848;82,0;46,1;19,7;1,346;87,83;27,75;1771;4,3;0,00;0,00;0,14;7,97;0,96;0,74;0,00;0;20,33
25928;82,0;46,9;15,2;1,346;88,00;27,75;1767;4,7;0,00;0,00;0,14;7,71;0,96;0,61;0,00;0;20,33
26009;82,0;46,9;16,7;1,340;87,92;27,75;1768;4,7;0,00;0,00;0,14;7,45;0,96;0,59;0,00;0;20,33
26087;82,0;46,9;18,2;1,479;97,24;30,75;1770;4,7;0,00;0,00;0,14;7,19;0,98;0,68;0,00;0;20,33
26167;82,0;46,9;19,3;1,335;87,83;27,75;1770;4,7;0,00;0,00;0,14;6,92;0,98;0,90;0,00;0;20,33
26247;82,0;46,9;20,8;1,335;88,09;27,75;1765;4,7;0,00;0,00;0,14;6,67;1,02;1,05;0,00;0;20,33
26330;82,0;46,9;22,3;1,469;97,07;30,75;1774;4,7;0,00;0,00;0,14;6,39;1,02;1,00;0,00;0;20,33
26409;82,0;46,9;23,4;1,474;97,75;30,75;1762;4,7;0,00;0,00;0,14;6,10;1,02;1,19;0,00;0;20,33
26488;82,0;46,9;23,0;1,271;84,61;26,75;1773;4,7;0,00;0,00;0,14;5,83;0,96;2,03;0,00;0;20,33
26567;82,0;46,9;23,0;1,340;88,17;27,75;1763;4,7;0,00;0,00;0,14;6,86;1,00;0,98;0,00;0;20,33
26649;82,0;46,9;23,0;1,324;87,66;27,75;1774;4,7;0,00;0,00;0,14;6,59;0,98;0,64;0,00;0;20,33
26728;82,0;46,9;23,0;1,335;88,09;27,75;1766;4,7;0,00;0,00;0,14;6,33;0,98;0,61;0,00;0;20,33
26807;82,0;46,9;23,4;1,463;97,33;30,75;1769;4,7;0,00;0,00;0,14;6,07;0,98;0,61;0,00;0;20,33
26888;82,0;46,9;22,7;1,276;84,95;26,75;1765;4,7;0,00;0,00;0,14;5,80;1,00;0,62;0,00;0;20,33
26969;82,0;46,9;23,0;1,362;91,05;28,75;1769;4,7;0,00;0,00;0,14;5,53;1,03;0,62;0,00;0;20,33
27048;82,0;46,9;23,0;1,271;84,86;26,75;1767;4,7;0,00;0,00;0,14;5,24;0,94;0,59;0,00;0;20,33
27128;82,0;46,9;22,7;1,271;85,12;26,75;1761;4,7;0,00;0,00;0,14;4,99;0,96;0,59;0,00;0;20,33
27207;82,0;46,9;23,0;1,255;84,70;26,75;1771;4,7;0,00;0,00;0,14;4,73;1,00;0,57;0,00;0;20,33
27287;82,0;46,9;23,0;1,351;90,97;28,75;1770;4,7;0,00;0,00;0,14;4,48;0,98;0,59;0,00;0;20,33
27368;82,0;46,9;23,0;1,399;94,61;29,75;1761;4,7;0,00;0,00;0,14;4,19;0,96;0,76;0,00;0;20,33
27450;82,0;46,1;23,0;1,255;85,03;26,75;1764;4,7;0,00;0,00;0,14;3,94;0,96;2,05;0,00;0;20,33
27529;82,0;46,1;23,0;1,335;88,43;27,75;1759;4,7;0,00;0,00;0,14;6,60;0,98;3,16;0,00;0;20,33
27609;82,0;46,1;23,4;1,463;97,41;30,75;1768;4,7;0,00;0,00;0,14;5,29;1,00;0,84;0,00;0;20,33
27688;82,0;46,1;23,0;1,362;91,22;28,75;1765;4,7;0,00;0,00;0,14;5,01;1,00;0,68;0,00;0;20,33
27767;82,0;46,1;23,0;1,362;91,48;28,75;1761;4,7;0,00;0,00;0,14;4,76;0,96;0,62;0,00;0;20,33
27849;82,0;46,1;23,0;1,260;84,78;26,75;1769;4,7;0,00;0,00;0,14;4,47;0,96;0,57;0,00;0;20,33
27928;82,0;46,9;22,7;1,218;82,24;25,75;1756;4,7;0,00;0,00;0,14;4,22;0,96;0,55;0,00;0;20,33
28007;82,0;46,9;23,0;1,346;91,31;28,75;1764;4,7;0,00;0,00;0,14;3,95;1,00;0,57;0,00;0;20,33
28087;82,0;46,9;23,0;1,346;91,31;28,75;1764;4,7;0,00;0,00;0,14;3,69;1,02;0,57;0,00;0;20,33
28167;82,0;46,9;23,0;1,298;88,09;27,75;1765;4,7;0,00;0,00;0,14;3,41;0,98;0,59;0,00;0;20,33
28247;82,0;46,9;23,0;1,335;91,22;28,75;1766;4,7;0,00;0,00;0,14;3,15;1,02;0,64;0,00;0;20,33
28328;82,0;46,9;23,0;1,431;97,84;30,75;1760;4,7;0,00;0,00;0,14;2,84;0,98;0,68;0,00;0;20,33
28409;82,0;46,9;23,0;1,239;85,03;26,75;1763;4,7;0,00;0,00;0,14;2,56;1,00;0,62;0,00;0;20,33
28487;82,0;46,9;23,0;1,282;88,26;27,75;1762;4,7;0,00;0,00;0,14;2,29;0,96;0,57;0,00;0;20,33
28567;82,0;46,9;22,7;1,180;81,73;25,75;1766;4,7;0,00;0,00;0,14;2,03;0,96;0,55;0,00;0;20,33
28649;82,0;46,9;23,0;1,234;85,20;26,75;1760;4,7;0,00;0,00;0,14;1,77;1,00;0,55;0,00;0;20,33
28729;82,0;46,9;22,7;1,223;85,03;26,75;1763;4,7;0,00;0,00;0,14;1,53;0,94;0,57;0,00;0;20,33
28807;82,0;46,9;23,0;1,367;94,78;29,75;1758;4,7;0,00;0,00;0,14;1,26;0,98;0,62;0,00;0;20,33
28888;82,0;46,9;22,7;1,218;84,78;26,75;1769;4,7;0,00;0,00;0,14;1,01;0,96;0,72;0,00;0;20,33
28970;82,0;46,9;23,0;1,314;91,48;28,75;1760;4,7;0,00;0,00;0,14;0,75;1,00;1,09;0,00;0;20,33
29048;82,0;46,9;22,7;1,196;81,64;25,75;1768;4,7;0,00;0,00;0,14;3,48;0,96;3,32;0,00;0;20,33
29128;82,0;46,9;23,0;1,356;92,07;28,75;1749;4,7;0,00;0,00;0,14;3,74;1,00;4,33;0,00;0;20,33
29209;82,0;46,9;22,7;1,250;84,61;26,75;1772;4,7;0,00;0,00;0,14;3,99;0,98;4,49;0,00;0;20,33
29288;82,0;46,9;22,7;1,266;85,63;26,75;1751;4,7;0,00;0,00;0,14;4,25;0,98;4,53;0,00;0;20,33
29367;82,0;46,9;23,4;1,452;97,41;30,75;1768;4,7;0,00;0,00;0,14;4,52;1,00;4,57;0,00;0;20,33
29448;82,0;46,9;23,0;1,372;91,90;28,75;1753;4,7;0,00;0,00;0,14;4,84;0,96;4,63;0,00;0;20,33
29527;82,0;46,9;23,0;1,415;94,70;29,75;1760;4,7;0,00;0,00;0,14;5,10;1,00;4,67;0,00;0;20,33
29607;82,0;46,9;15,2;1,420;94,78;29,75;1758;5,1;0,00;0,00;0,14;5,37;1,00;3,85;0,00;0;20,33
29689;82,0;46,9;16,3;1,404;94,87;29,75;1756;5,1;0,00;0,00;0,14;4,01;1,03;0,80;0,00;0;20,33
29769;82,0;46,9;17,8;1,351;91,48;28,75;1761;5,1;0,00;0,00;0,14;3,72;0,98;0,72;0,00;0;20,33
29849;82,0;46,9;19,3;1,538;104,70;32,75;1751;5,1;0,00;0,00;0,14;3,46;1,05;0,64;0,00;0;20,33
29928;82,0;46,9;20,4;1,153;78,76;24,75;1763;5,1;0,00;0,00;0,14;3,18;0,96;0,61;0,00;0;20,33
30008;82,0;46,9;21,9;1,298;88,68;27,75;1754;5,1;0,00;0,00;0,14;2,93;0,98;0,61;0,00;0;20,33
30088;82,0;46,9;23,0;1,383;94,95;29,75;1754;5,1;0,00;0,00;0,14;2,66;0,98;0,62;0,00;0;20,33
30168;82,0;46,9;23,0;1,426;97,84;30,75;1759;5,1;0,00;0,00;0,14;2,37;1,02;0,78;0,00;0;20,33
30247;82,0;46,9;23,0;1,330;91,73;28,75;1755;5,1;0,00;0,00;0,14;2,06;1,00;2,67;0,00;0;20,33
30327;82,0;46,9;22,7;1,319;88,76;27,75;1751;5,1;0,00;0,00;0,14;4,92;0,98;3,51;0,00;0;20,33
30407;82,0;46,9;23,0;1,324;88,51;27,75;1757;5,1;0,00;0,00;0,14;5,18;1,00;1,42;0,00;0;20,33
30488;82,0;46,9;23,4;1,538;104,19;32,75;1759;5,1;0,00;0,00;0,14;3,54;1,07;0,80;0,00;0;20,33
30568;82,0;46,9;23,0;1,394;94,95;29,75;1754;5,1;0,00;0,00;0,14;3,18;0,98;0,96;0,00;0;20,33
30648;82,0;46,9;23,0;1,426;95,12;29,75;1752;5,1;0,00;0,00;0,14;5,64;1,00;3,26;0,00;0;20,33
30729;82,0;46,9;23,0;1,426;94,70;29,75;1760;5,1;0,00;0,00;0,14;5,93;0,98;1,97;0,00;0;20,33
30808;82,0;46,9;23,0;1,506;101,31;31,75;1754;5,1;0,00;0,00;0,14;4,37;1,03;0,66;0,00;0;20,33
30888;82,0;46,9;23,0;1,399;94,70;29,75;1759;5,1;0,00;0,00;0,14;4,05;1,00;0,62;0,00;0;20,33
30967;82,0;46,9;23,0;1,447;97,84;30,75;1760;5,1;0,00;0,00;0,14;3,77;1,00;0,59;0,00;0;20,33
31047;82,0;46,9;22,7;1,207;82,41;25,75;1753;5,1;0,00;0,00;0,14;3,50;0,94;0,57;0,00;0;20,33
31128;82,0;46,9;23,0;1,346;91,56;28,75;1759;5,1;0,00;0,00;0,14;3,23;1,00;0,55;0,00;0;20,33
31207;82,0;46,9;23,0;1,244;85,29;26,75;1758;5,1;0,00;0,00;0,14;2,96;0,98;0,55;0,00;0;20,33
31286;82,0;46,9;23,0;1,479;101,23;31,75;1756;5,1;0,00;0,00;0,14;2,69;1,03;0,62;0,00;0;20,33
31367;82,0;46,9;23,0;1,234;84,95;26,75;1765;5,1;0,00;0,00;0,14;2,39;0,94;0,88;0,00;0;20,33
31448;82,0;46,1;22,7;1,244;85,80;26,75;1748;5,1;0,00;0,00;0,14;2,10;0,94;2,11;0,00;0;20,33
31529;82,0;46,1;23,0;1,335;91,05;28,75;1768;5,1;0,00;0,00;0,14;3,27;1,00;1,17;0,00;0;20,33
31609;82,0;46,1;23,0;1,436;98,01;30,75;1756;5,1;0,00;0,00;0,14;2,98;1,02;0,76;0,00;0;20,33
31687;82,0;46,1;23,4;1,426;97,41;30,75;1767;5,1;0,00;0,00;0,14;2,68;1,00;0,76;0,00;0;20,33
31769;82,0;46,1;23,4;1,420;97,67;30,75;1763;5,1;0,00;0,00;0,14;2,37;1,03;0,72;0,00;0;20,33
31847;82,0;46,1;21,9;0,961;66,21;20,75;1761;2,4;0,00;0,00;0,14;2,10;0,84;0,62;0,00;0;20,33
31927;82,0;46,9;20,8;0,886;60,19;18,75;1753;0,8;0,00;0,00;0,14;1,88;0,84;0,59;0,00;0;20,33
32007;82,0;46,9;19,3;0,881;60,36;18,75;1748;0,8;0,00;0,00;0,14;1,66;0,78;0,57;0,00;0;20,33
